Congress B Janardhan Poojary,lambasted,Siddaramaih,4
Prof. C.N.R. Prof. CNR Rao,interacting with,Chief Minister Siddaramaih,2
Siddaramaih,for not handing over,IAS DK Ravi,4
Siddaramaih,warmly praised as,true Siddha,4
Chief Minister Siddaramaih,addressing,scientist community,2
Siddaramaih,for not handing over to,CBI,4
Siddaramaih,looked,teamplaysagainstteam,calm,2
